文件名	工作流标识
statistics_16.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"APC装置信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"APC\",\"ability\":\"APC控制器性能监控查询\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"APC\",\"ability\":\"控制器运行参数快照查询\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"APC\",\"ability\":\"APC控制器信息查询\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"APC\",\"ability\":\"APC控制器信息查询\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"APC\",\"ability\":\"APC控制器性能监控查询\",\"dep\":[\"id7\"]},{\"id\":\"id10\",\"tool\":\"APC\",\"ability\":\"控制模型加载\",\"dep\":[\"id8\"]},{\"id\":\"id11\",\"tool\":\"APC\",\"ability\":\"控制算法执行\",\"dep\":[\"id10\"]}]", "branch_rules": "[]"}
statistics_17.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"builtin\",\"ability\":\"用户交互界面\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"回路数据有效性检测\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"PID\",\"ability\":\"基于专家经验的参数整定\",\"dep\":[\"id3\"]},{\"id\":\"id7\",\"tool\":\"PID\",\"ability\":\"控制回路性能评估及诊断\",\"dep\":[\"id3\"]},{\"id\":\"id8\",\"tool\":\"PID\",\"ability\":\"多策略自适应整定\",\"dep\":[\"id7\"]},{\"id\":\"id10\",\"tool\":\"PID\",\"ability\":\"基于回路波形判断的参数迭代整定\",\"dep\":[\"id7\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"valid\\\")]) Eq false\"},{\"from\":\"id3\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"valid\\\")]) Eq true\"},{\"from\":\"id7\",\"to\":\"id8\",\"expression\":\"Variable([String(\\\"isValveOscillate\\\")]) Eq false\"},{\"from\":\"id7\",\"to\":\"id10\",\"expression\":\"Variable([String(\\\"isValveOscillate\\\")]) Eq true\"}]"}
optimization_8.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"boiler\",\"ability\":\"控制模型加载\",\"dep\":null}]", "branch_rules": "[]"}
optimization_9.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"boiler\",\"ability\":\"选择锅炉数据获取方式\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"boiler\",\"ability\":\"系统运行历史数据选择\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id4\",\"id3\"]},{\"id\":\"id6\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"boiler\",\"ability\":\"控制模型微调或加载\",\"dep\":[\"id6\"]},{\"id\":\"id8\",\"tool\":\"boiler\",\"ability\":\"控制效果评估\",\"dep\":[\"id7\"]},{\"id\":\"id10\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":[\"id1\"]},{\"id\":\"id11\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id10\",\"id2\"]},{\"id\":\"id12\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id11\"]},{\"id\":\"id13\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id12\",\"id11\"]},{\"id\":\"id14\",\"tool\":\"boiler\",\"ability\":\"控制模型加载\",\"dep\":[\"id13\"]},{\"id\":\"id15\",\"tool\":\"boiler\",\"ability\":\"控制算法执行\",\"dep\":[\"id14\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq false\"},{\"from\":\"id11\",\"to\":\"id12\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq false\"},{\"from\":\"id2\",\"to\":\"id11\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"online\\\"\"},{\"from\":\"id3\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"},{\"from\":\"id11\",\"to\":\"id13\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"}]"}
statistics_18.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"APC控制器信息查询\",\"dep\":null},{\"id\":\"id3\",\"tool\":\"APC\",\"ability\":\"APC控制器在线应用\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_10.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id2\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id5\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id2\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_11.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"}]"}
optimization_12.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
statistics_19.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"IDX\",\"ability\":\"上传数据与解析\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"IDX\",\"ability\":\"确认解析结果\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
statistics_20.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"IDX\",\"ability\":\"查询请求分析\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"IDX\",\"ability\":\"执行查询与反馈\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"IDX\",\"ability\":\"上传数据与解析\",\"dep\":[\"id1\"]},{\"id\":\"id5\",\"tool\":\"IDX\",\"ability\":\"确认解析结果\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"IDX\",\"ability\":\"执行查询与反馈\",\"dep\":[\"id5\"]}]", "branch_rules": "[{\"from\":\"id1\",\"to\":\"id2\",\"expression\":\"Variable([String(\\\"valid\\\")]) Eq true\"},{\"from\":\"id5\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"valid\\\")]) Eq true\"}]"}
evaluation_4.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"节能降耗瓶颈分析\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
simulation_2.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"OTS\",\"ability\":\"加载工况\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"OTS\",\"ability\":\"查看流程图\",\"dep\":[\"id4\"]}]", "branch_rules": "[]"}
optimization_13.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"开车阶段参数批量整定\",\"dep\":null}]", "branch_rules": "[]"}
optimization_14.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"boiler\",\"ability\":\"选择锅炉数据获取方式\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"boiler\",\"ability\":\"系统运行历史数据选择\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id6\"]},{\"id\":\"id8\",\"tool\":\"boiler\",\"ability\":\"控制模型微调或加载\",\"dep\":[\"id7\"]},{\"id\":\"id9\",\"tool\":\"boiler\",\"ability\":\"控制效果评估\",\"dep\":[\"id8\"]},{\"id\":\"id11\",\"tool\":\"boiler\",\"ability\":\"上传位号信息表\",\"dep\":[\"id2\"]},{\"id\":\"id13\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id11\"]},{\"id\":\"id14\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id13\"]},{\"id\":\"id15\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id14\"]},{\"id\":\"id16\",\"tool\":\"boiler\",\"ability\":\"控制模型加载\",\"dep\":[\"id15\"]},{\"id\":\"id17\",\"tool\":\"boiler\",\"ability\":\"控制算法执行\",\"dep\":[\"id16\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id3\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"},{\"from\":\"id2\",\"to\":\"id11\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"online\\\"\"},{\"from\":\"id11\",\"to\":\"id13\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"}]"}
prediction_5.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"辨识模型矩阵\",\"dep\":null}]", "branch_rules": "[]"}
optimization_15.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
evaluation_5.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"节能降耗瓶颈分析\",\"dep\":null}]", "branch_rules": "[]"}
statistics_21.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"IDX\",\"ability\":\"查询请求分析\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"IDX\",\"ability\":\"执行查询与反馈\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_16.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
statistics_22.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"控制回路性能评估及诊断\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"基于回路波形判断的参数迭代整定\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
statistics_23.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"回路运行实时状态计算\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"回路评估数据查询\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
optimization_17.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id6\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id3\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
evaluation_6.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"anomaly_detection\",\"ability\":\"上传数据\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"anomaly_detection\",\"ability\":\"确认建模信息\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"anomaly_detection\",\"ability\":\"TPT模型微调\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"anomaly_detection\",\"ability\":\"TPT推理计算\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"anomaly_detection\",\"ability\":\"上传高频数据\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"anomaly_detection\",\"ability\":\"故障诊断\",\"dep\":[\"id6\"]}]", "branch_rules": "[{\"from\":\"id1\",\"to\":\"id2\",\"expression\":\"Variable([String(\\\"is_contain_data\\\")]) Eq true\"},{\"from\":\"id4\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"diagnosis_flag\\\")]) Eq true\"}]"}
evaluation_7.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"anomaly_detection\",\"ability\":\"上传离线数据\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"anomaly_detection\",\"ability\":\"执行检测算法\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_18.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id6\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
simulation_3.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"OTS\",\"ability\":\"查看流程图\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
optimization_19.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id6\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id3\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
statistics_24.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"APC控制器信息查询\",\"dep\":null},{\"id\":\"id3\",\"tool\":\"APC\",\"ability\":\"控制器运行参数快照查询\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
statistics_25.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"builtin\",\"ability\":\"用户交互界面\",\"dep\":null}]", "branch_rules": "[]"}
simulation_4.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"检测评分服务状态\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"OTS\",\"ability\":\"加载工况\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"OTS\",\"ability\":\"查看流程图\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"OTS\",\"ability\":\"检测评分服务状态\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"OTS\",\"ability\":\"查询考试成绩\",\"dep\":[\"id6\"]}]", "branch_rules": "[]"}
simulation_5.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"OTS\",\"ability\":\"加载工况\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
simulation_6.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":null}]", "branch_rules": "[]"}
prediction_6.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"辨识模型矩阵\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"APC\",\"ability\":\"辨识模型数据\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_20.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
control_8.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"控制方案设计信息确认\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"APC\",\"ability\":\"控制方案检索生成\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"APC\",\"ability\":\"控制方案优化\",\"dep\":[\"id2\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"Isover\\\")]) Eq false\"}]"}
statistics_26.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"控制回路性能评估及诊断\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_21.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id2\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"}]"}
optimization_22.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id3\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id2\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id6\"]},{\"id\":\"id9\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id6\"]},{\"id\":\"id10\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id9\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id2\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"},{\"from\":\"id6\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id6\",\"to\":\"id9\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_23.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
statistics_27.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"IDX\",\"ability\":\"上传数据与解析\",\"dep\":null}]", "branch_rules": "[]"}
statistics_28.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"IDX\",\"ability\":\"上传数据与解析\",\"dep\":null},{\"id\":\"id3\",\"tool\":\"IDX\",\"ability\":\"确认解析结果\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"IDX\",\"ability\":\"执行查询与反馈\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
simulation_7.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"生成工艺模型并执行\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"模拟设备参数值\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"OTS\",\"ability\":\"加载工况\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"OTS\",\"ability\":\"查看流程图\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"OTS\",\"ability\":\"检测评分服务状态\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"OTS\",\"ability\":\"查询考试成绩\",\"dep\":[\"id5\"]}]", "branch_rules": "[]"}
evaluation_8.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"anomaly_detection\",\"ability\":\"补充信息\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"anomaly_detection\",\"ability\":\"上传数据\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"anomaly_detection\",\"ability\":\"确认建模信息\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"anomaly_detection\",\"ability\":\"TPT模型微调\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"anomaly_detection\",\"ability\":\"TPT推理计算\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"anomaly_detection\",\"ability\":\"配置方案\",\"dep\":[\"id1\"]},{\"id\":\"id8\",\"tool\":\"anomaly_detection\",\"ability\":\"实时计算\",\"dep\":[\"id7\"]}]", "branch_rules": "[{\"from\":\"id1\",\"to\":\"id2\",\"expression\":\"Variable([String(\\\"opt_model_selected\\\")]) Eq false\"},{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"is_contain_data\\\")]) Eq true\"},{\"from\":\"id1\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"opt_model_selected\\\")]) Eq true\"}]"}
