文件名	工作流标识
control_9.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"builtin\",\"ability\":\"用户交互界面\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"SPC\",\"ability\":\"数据质量分析\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"SPC\",\"ability\":\"AI可控性评估\",\"dep\":[\"id2\"]},{\"id\":\"id6\",\"tool\":\"SPC\",\"ability\":\"关键影响因素分析\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"SPC\",\"ability\":\"工况识别与验证\",\"dep\":[\"id6\"]},{\"id\":\"id10\",\"tool\":\"SPC\",\"ability\":\"预测模型构建与验证\",\"dep\":[\"id8\"]},{\"id\":\"id12\",\"tool\":\"SPC\",\"ability\":\"控制器搭建及验证\",\"dep\":[\"id10\"]},{\"id\":\"id14\",\"tool\":\"SPC\",\"ability\":\"在线工况识别\",\"dep\":[\"id12\"]},{\"id\":\"id16\",\"tool\":\"SPC\",\"ability\":\"在线预测\",\"dep\":[\"id14\"]},{\"id\":\"id18\",\"tool\":\"SPC\",\"ability\":\"在线控制\",\"dep\":[\"id16\"]}]", "branch_rules": "[]"}
control_10.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"SPC\",\"ability\":\"AI控制补充信息\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"SPC\",\"ability\":\"数据质量分析\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"SPC\",\"ability\":\"AI可控性评估\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"SPC\",\"ability\":\"关键影响因素分析\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"SPC\",\"ability\":\"工况识别与验证\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"SPC\",\"ability\":\"预测模型构建与验证\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"SPC\",\"ability\":\"控制器搭建及验证\",\"dep\":[\"id6\"]},{\"id\":\"id9\",\"tool\":\"SPC\",\"ability\":\"在线工况识别\",\"dep\":[\"id1\"]},{\"id\":\"id10\",\"tool\":\"SPC\",\"ability\":\"在线预测\",\"dep\":[\"id9\"]},{\"id\":\"id11\",\"tool\":\"SPC\",\"ability\":\"在线控制\",\"dep\":[\"id10\"]},{\"id\":\"id13\",\"tool\":\"SPC\",\"ability\":\"数据质量分析\",\"dep\":[\"id1\"]},{\"id\":\"id14\",\"tool\":\"SPC\",\"ability\":\"AI可控性评估\",\"dep\":[\"id13\"]},{\"id\":\"id15\",\"tool\":\"SPC\",\"ability\":\"关键影响因素分析\",\"dep\":[\"id14\"]},{\"id\":\"id16\",\"tool\":\"SPC\",\"ability\":\"工况识别与验证\",\"dep\":[\"id15\"]},{\"id\":\"id17\",\"tool\":\"SPC\",\"ability\":\"预测模型构建与验证\",\"dep\":[\"id16\"]},{\"id\":\"id18\",\"tool\":\"SPC\",\"ability\":\"控制器搭建及验证\",\"dep\":[\"id17\"]},{\"id\":\"id20\",\"tool\":\"SPC\",\"ability\":\"在线工况识别\",\"dep\":[\"id1\"]},{\"id\":\"id21\",\"tool\":\"SPC\",\"ability\":\"在线预测\",\"dep\":[\"id20\"]},{\"id\":\"id22\",\"tool\":\"SPC\",\"ability\":\"在线控制\",\"dep\":[\"id21\"]}]", "branch_rules": "[{\"from\":\"id1\",\"to\":\"id2\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"is_contain_data\\\")]) Eq true\"},{\"from\":\"id1\",\"to\":\"id9\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"online\\\"\"},{\"from\":\"id1\",\"to\":\"id13\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id13\",\"to\":\"id14\",\"expression\":\"Variable([String(\\\"is_contain_data\\\")]) Eq true\"},{\"from\":\"id1\",\"to\":\"id20\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"online\\\"\"}]"}
optimization_24.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id5\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id5\"]},{\"id\":\"id9\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id8\"]},{\"id\":\"id11\",\"tool\":\"Redesign\",\"ability\":\"确认限制条件\",\"dep\":[\"id5\"]},{\"id\":\"id12\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id11\"]}]", "branch_rules": "[{\"from\":\"id5\",\"to\":\"id6\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id5\",\"to\":\"id8\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_25.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id2\"]}]", "branch_rules": "[]"}
optimization_26.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id7\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
statistics_29.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"装置评估数据查询\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
statistics_30.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"自动整定结果查询\",\"dep\":[\"id1\"]},{\"id\":\"id4\",\"tool\":\"PID\",\"ability\":\"多策略自适应整定\",\"dep\":[\"id2\"]},{\"id\":\"id6\",\"tool\":\"PID\",\"ability\":\"基于回路波形判断的参数迭代整定\",\"dep\":[\"id4\"]}]", "branch_rules": "[]"}
statistics_31.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"开车阶段参数批量整定\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
control_11.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"控制方案设计信息确认\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"APC\",\"ability\":\"控制方案检索生成\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
simulation_8.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"OTS\",\"ability\":\"检测评分服务状态\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"OTS\",\"ability\":\"查询考试题目\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_27.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"boiler\",\"ability\":\"选择锅炉数据获取方式\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"boiler\",\"ability\":\"控制算法执行\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"boiler\",\"ability\":\"系统运行历史数据选择\",\"dep\":[\"id1\",\"id3\"]},{\"id\":\"id6\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id6\"]},{\"id\":\"id8\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id7\"]},{\"id\":\"id9\",\"tool\":\"boiler\",\"ability\":\"控制模型微调或加载\",\"dep\":[\"id8\"]},{\"id\":\"id10\",\"tool\":\"boiler\",\"ability\":\"控制效果评估\",\"dep\":[\"id9\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id3\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"},{\"from\":\"id11\",\"to\":\"id12\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq false\"},{\"from\":\"id11\",\"to\":\"id13\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"}]"}
statistics_32.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"builtin\",\"ability\":\"用户交互界面\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_28.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
optimization_29.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"RTO操作优化\",\"ability\":\"补充信息\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"RTO操作优化\",\"ability\":\"上传数据\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"RTO操作优化\",\"ability\":\"确认建模信息\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"RTO操作优化\",\"ability\":\"TPT推理计算\",\"dep\":[\"id3\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"is_contain_data\\\")]) Eq true\"}]"}
statistics_33.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"回路运行实时状态计算\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"回路评估数据查询\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"PID\",\"ability\":\"多策略自适应整定\",\"dep\":[\"id3\"]}]", "branch_rules": "[]"}
prediction_7.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"APC\",\"ability\":\"辨识模型数据\",\"dep\":null}]", "branch_rules": "[]"}
optimization_30.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id5\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id4\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"}]"}
statistics_34.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"回路评估数据查询\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_31.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id7\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id4\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_32.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id7\"]},{\"id\":\"id10\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id7\"]},{\"id\":\"id11\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id10\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"},{\"from\":\"id7\",\"to\":\"id8\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id7\",\"to\":\"id10\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
evaluation_9.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"节能降耗瓶颈分析\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id5\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id9\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id8\"]},{\"id\":\"id11\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id8\"]},{\"id\":\"id12\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id11\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id4\",\"to\":\"id8\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"},{\"from\":\"id8\",\"to\":\"id9\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id8\",\"to\":\"id11\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_33.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"指定现场限制条件\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"校验限制条件\",\"dep\":[\"id4\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id7\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"},{\"from\":\"id4\",\"to\":\"id7\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 1\"}]"}
optimization_34.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id4\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id3\"]}]", "branch_rules": "[{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"}]"}
optimization_35.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"Redesign\",\"ability\":\"上传数据与校验\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"Redesign\",\"ability\":\"识别换热网络瓶颈\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"Redesign\",\"ability\":\"选择改造目标\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"Redesign\",\"ability\":\"选择改造幅度\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"Redesign\",\"ability\":\"识别换热器瓶颈\",\"dep\":[\"id4\"]},{\"id\":\"id6\",\"tool\":\"Redesign\",\"ability\":\"换热器改造\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id6\"]},{\"id\":\"id8\",\"tool\":\"Redesign\",\"ability\":\"end\",\"dep\":[\"id7\"]},{\"id\":\"id9\",\"tool\":\"Redesign\",\"ability\":\"换热网络改造\",\"dep\":[\"id4\"]},{\"id\":\"id10\",\"tool\":\"Redesign\",\"ability\":\"end\",\"dep\":[\"id9\"]}]", "branch_rules": "[{\"from\":\"id4\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"branch_result\\\")]) Eq 0\"}]"}
statistics_35.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"回路数据有效性检测\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"PID\",\"ability\":\"多策略自适应整定\",\"dep\":[\"id2\"]},{\"id\":\"id5\",\"tool\":\"PID\",\"ability\":\"基于专家经验的参数整定\",\"dep\":[\"id2\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"valid\\\")]) Eq false\"}]"}
statistics_36.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"基于历史数据的回路整定\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
statistics_37.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"PID\",\"ability\":\"回路信息查询\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"PID\",\"ability\":\"自动整定结果查询\",\"dep\":[\"id1\"]}]", "branch_rules": "[]"}
optimization_36.png	{"workflow": "[{\"id\":\"id1\",\"tool\":\"boiler\",\"ability\":\"选择锅炉数据获取方式\",\"dep\":null},{\"id\":\"id2\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":[\"id1\"]},{\"id\":\"id3\",\"tool\":\"boiler\",\"ability\":\"系统运行历史数据选择\",\"dep\":[\"id2\"]},{\"id\":\"id4\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id3\"]},{\"id\":\"id5\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id4\",\"id3\"]},{\"id\":\"id6\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id5\"]},{\"id\":\"id7\",\"tool\":\"boiler\",\"ability\":\"控制模型微调或加载\",\"dep\":[\"id6\"]},{\"id\":\"id8\",\"tool\":\"boiler\",\"ability\":\"控制效果评估\",\"dep\":[\"id7\"]},{\"id\":\"id10\",\"tool\":\"boiler\",\"ability\":\"确定锅炉类型\",\"dep\":[\"id1\"]},{\"id\":\"id11\",\"tool\":\"boiler\",\"ability\":\"系统运行历史数据选择\",\"dep\":[\"id10\",\"id2\"]},{\"id\":\"id12\",\"tool\":\"boiler\",\"ability\":\"确认被控变量信息\",\"dep\":[\"id11\"]},{\"id\":\"id13\",\"tool\":\"boiler\",\"ability\":\"确认操作变量信息\",\"dep\":[\"id12\",\"id11\"]},{\"id\":\"id14\",\"tool\":\"boiler\",\"ability\":\"确认其它干扰变量信息\",\"dep\":[\"id13\"]},{\"id\":\"id15\",\"tool\":\"boiler\",\"ability\":\"控制模型微调或加载\",\"dep\":[\"id14\"]},{\"id\":\"id16\",\"tool\":\"boiler\",\"ability\":\"控制效果评估\",\"dep\":[\"id15\"]},{\"id\":\"id18\",\"tool\":\"boiler\",\"ability\":\"控制模型加载\",\"dep\":[\"id15\"]},{\"id\":\"id19\",\"tool\":\"boiler\",\"ability\":\"控制算法执行\",\"dep\":[\"id18\"]}]", "branch_rules": "[{\"from\":\"id2\",\"to\":\"id3\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"offline\\\"\"},{\"from\":\"id3\",\"to\":\"id4\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq false\"},{\"from\":\"id11\",\"to\":\"id12\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq false\"},{\"from\":\"id2\",\"to\":\"id11\",\"expression\":\"Variable([String(\\\"run_mode\\\")]) Eq \\\"online\\\"\"},{\"from\":\"id3\",\"to\":\"id5\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"},{\"from\":\"id11\",\"to\":\"id13\",\"expression\":\"Variable([String(\\\"is_upload_file\\\")]) Eq true\"}]"}
